SampleID,Sample_Name,seqrun,f_primer,r_primer,Cycles,Annealing_temperature,Taq,Project_Description/_Owner,psyllid_family,psyllid_genus,psyllid_spp,hostplant_spp,Collection_Date,replicated,lat,long,genus_geo
SI16_S182,SI16,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_A,Fuchsia_excorticata,14/10/2014,FALSE,-46.90027778,168.1208333,Ctenarytaina_NZ
SI22_S184,SI22,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_A,Fuchsia_excorticata,6/11/2014,FALSE,-46.90027778,168.1208333,Ctenarytaina_NZ
SI7_S185,SI7,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_A,Fuchsia_excorticata,6/11/2014,FALSE,-46.90027778,168.1208333,Ctenarytaina_NZ
SignOfBellbird_S26,Sign of Bellbird,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_A,Fuchsia_excorticata,1/09/2015,FALSE,-43.63277778,172.6266667,Ctenarytaina_NZ
TeOkaA_S170,TeOkaA,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_A,Fuchsia_excorticata,1/09/2015,FALSE,-43.82694444,172.7183333,Ctenarytaina_NZ
TeOkaB_S171,TeOkaB,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_A,Fuchsia_excorticata,1/09/2015,FALSE,-43.82694444,172.7183333,Ctenarytaina_NZ
SI13A_S70,SI13A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_A,Fuchsia_excorticata,14/10/2014,FALSE,-46.90027778,168.1208333,Ctenarytaina_NZ
SI13B_S71,SI13B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_A,Fuchsia_excorticata,14/10/2014,TRUE,-46.90027778,168.1208333,Ctenarytaina_NZ
9A_S67,9A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_B,Fuchsia_excorticata,19/09/2014,FALSE,-42.28472222,173.7608333,Ctenarytaina_NZ
9B_S68,9B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_B,Fuchsia_excorticata,19/09/2014,FALSE,-42.28472222,173.7608333,Ctenarytaina_NZ
9C_S69,9C,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_B,Fuchsia_excorticata,19/09/2014,FALSE,-42.28472222,173.7608333,Ctenarytaina_NZ
9d_S6,9D,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_B,Fuchsia_excorticata,19/09/2014,FALSE,-42.28472222,173.7608333,Ctenarytaina_NZ
9e_S7,9E,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_B,Fuchsia_excorticata,19/09/2014,FALSE,-42.28472222,173.7608333,Ctenarytaina_NZ
9f_S8,9F,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_B,Fuchsia_excorticata,19/09/2014,FALSE,-42.28472222,173.7608333,Ctenarytaina_NZ
9g_S9,9G,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_B,Fuchsia_excorticata,19/09/2014,FALSE,-42.28472222,173.7608333,Ctenarytaina_NZ
127a_S106,127A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_insularis,Eucalyptus_sp,23/03/2015,FALSE,-36.87388889,174.7291667,Ctenarytaina_AUS
124_S104,124,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_longicauda,Lophostemon_confertus,22/03/2015,FALSE,-36.86138889,174.7755556,Ctenarytaina_AUS
131a_S107,131A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_longicauda,Lophostemon_confertus,25/03/2015,FALSE,-37.00777778,174.9061111,Ctenarytaina_AUS
131b_S108,131B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_longicauda,Lophostemon_confertus,25/03/2015,FALSE,-37.00777778,174.9061111,Ctenarytaina_AUS
175VOUCHA_S141,175 voucher A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,16/04/2015,FALSE,-43.80972222,173.0241667,Ctenarytaina_NZ
24A_S72,24A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
24a_S22,24A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
24B_S73,24B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
24b_S23,24B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
24C_S74,24C,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
24c_S24,24C,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
31A_S75,31A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.81888889,172.7786111,Ctenarytaina_NZ
31a_S31,31A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.81888889,172.7786111,Ctenarytaina_NZ
31B_S76,31B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.81888889,172.7786111,Ctenarytaina_NZ
31b_S32,31B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,14/09/2014,TRUE,-43.81888889,172.7786111,Ctenarytaina_NZ
41_S40,41,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,23/10/2014,FALSE,-42.77333333,172.8483333,Ctenarytaina_NZ
164_S131,164,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,29/03/2015,FALSE,-43.775,172.7777778,Ctenarytaina_NZ
172_S137,172,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,16/04/2015,FALSE,-43.80972222,173.0241667,Ctenarytaina_NZ
175_S140,175,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,16/04/2015,FALSE,-43.80972222,173.0241667,Ctenarytaina_NZ
23A_S77,23A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
23a_S19,23A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
23B_S78,23B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
23b_S20,23B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
23C_S79,23C,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
23c_S21,23C,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.65388889,172.8122222,Ctenarytaina_NZ
33A_S80,33A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.63083333,171.3005556,Ctenarytaina_NZ
33a_S33,33A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.63083333,171.3005556,Ctenarytaina_NZ
33B_S81,33B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.63083333,171.3005556,Ctenarytaina_NZ
33b_S34,33B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,14/09/2014,TRUE,-43.63083333,171.3005556,Ctenarytaina_NZ
SI17_S183,SI17,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_sp_B,Fuchsia_excorticata,5/11/2015,FALSE,-46.90027778,168.1208333,Ctenarytaina_NZ
SI9_S187,SI9,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_sp_B,Leptospermum_scoparius,6/11/2014,FALSE,-46.90027778,168.1208333,Ctenarytaina_NZ
14_S13,14,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_sp_A,Olearia_paniculata,21/09/2014,FALSE,-41.30555556,173.2841667,Ctenarytaina_NZ
28_S27,28,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,14/09/2014,FALSE,-43.65388889,172.8122222,Ctenarytaina_AUS
52_S49,52,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,27/11/2014,FALSE,-43.63972222,172.4752778,Ctenarytaina_AUS
79_S69,79,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,23/02/2015,FALSE,-44.40888889,171.2530556,Ctenarytaina_AUS
101_S83,101,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,28/02/2015,FALSE,-45.79833333,167.5466667,Ctenarytaina_AUS
108_S89,108,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,2/03/2015,FALSE,-45.41583333,167.7105556,Ctenarytaina_AUS
109_S90,109,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,2/03/2015,FALSE,-45.63694444,168.175,Ctenarytaina_AUS
136_S114,136,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,26/03/2015,FALSE,-36.78166667,175.0091667,Ctenarytaina_AUS
143_S117,143,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,28/03/2015,FALSE,-37.79944444,175.2719444,Ctenarytaina_AUS
8b_S5,8B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,18/09/2014,FALSE,-42.96444444,172.9677778,Ctenarytaina_AUS
SI8_S186,SI8,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,6/11/2014,FALSE,-46.90027778,168.1208333,Ctenarytaina_AUS
81_S71,81,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_thysanura,Eucalyptus_sp,23/02/2015,FALSE,-44.40888889,171.2530556,Ctenarytaina_AUS
SA5A_S175,SA5A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Eucalyptolyma,Eucalyptolyma_maideni,Eucalyptus_sp,4/11/2014,FALSE,-34.95916667,138.6791667,Eucalyptolyma
135a_S113,135A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Glycaspis,Glycaspis_granulata,Eucalyptus_sp,26/03/2015,FALSE,-36.78166667,175.0091667,Glycaspis
mockA_S51,mockA,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
122_S102,122,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Carsidaridae,Mycopsylla,Mycopsylla_fici,Ficus_macrophylla,22/03/2015,FALSE,-36.85027778,174.7677778,Mycopsylla
134a_S111,134A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Carsidaridae,Mycopsylla,Mycopsylla_fici,Ficus_macrophylla,26/03/2015,FALSE,-36.85555556,174.7619444,Mycopsylla
134b_S112,134B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Carsidaridae,Mycopsylla,Mycopsylla_fici,Ficus_macrophylla,26/03/2015,FALSE,-36.85555556,174.7619444,Mycopsylla
MockEven_S193,MockEven,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
MockStaggered_S194,MockStaggered,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
187_S146,187,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_apicalis,Sophora_microphylla,1/09/2015,FALSE,-43.52277778,172.5852778,Psylla
200big_S149,200big,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_apicalis,Sophora_microphylla,2/11/2015,FALSE,-45.08694444,170.9752778,Psylla
201big_S151,201big,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_apicalis,Sophora_microphylla,8/11/2015,FALSE,-46.41583333,168.3625,Psylla
206_S153,206,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_apicalis,Sophora_microphylla,9/11/2015,FALSE,-45.03666667,168.6605556,Psylla
26_S25,26,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_A,Carmichaelia_sp,14/09/2014,FALSE,-43.65388889,172.8122222,Psylla
22A_S91,22A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_A,Carmichaelia_sp,14/09/2014,FALSE,-43.77833333,172.7861111,Psylla
22B_S92,22B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_A,Carmichaelia_sp,14/09/2014,FALSE,-43.77833333,172.7861111,Psylla
222_S161,222,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_C,Carmichaelia_sp,10/11/2015,FALSE,-43.75083333,169.3869444,Psylla
223_S162,223,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_C,Carmichaelia_sp,10/11/2015,FALSE,-43.565,169.7702778,Psylla
212_S156,212,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_E,Carmichaelia_petri,9/11/2015,FALSE,-44.95527778,169.2641667,Psylla
213_S157,213,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_E,Carmichaelia_petri,9/11/2015,FALSE,-45.03416667,169.1997222,Psylla
217_S158,217,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_E,Carmichaelia_petri,10/11/2015,FALSE,-44.97472222,168.9483333,Psylla
55_S52,55,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla,30/11/2014,FALSE,-43.63972222,172.4752778,Psylla
200small_S150,200small,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla,2/11/2015,FALSE,-45.08694444,170.9752778,Psylla
201small_S152,201small,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla,8/11/2015,FALSE,-46.41583333,168.3625,Psylla
209_S155,209,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla,9/11/2015,FALSE,-45.03583333,169.1925,Psylla
238_S166,238,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla_(kowhai),12/11/2015,FALSE,-41.25805556,172.1166667,Psylla
94_S80,94,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxini,Fraxinus_excelsior,26/02/2015,FALSE,-46.40194444,168.3563889,Psyllopsis
107_S88,107,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxini,Fraxinus_excelsior,2/03/2015,FALSE,-45.41583333,167.7105556,Psyllopsis
113_S93,113,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxini,Fraxinus_excelsior,4/03/2015,FALSE,-44.30972222,170.9527778,Psyllopsis
49_S47,49,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxinicola,Fraxinus_excelsior,27/11/2014,FALSE,-43.63972222,172.4752778,Psyllopsis
93_S79,93,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxinicola,Fraxinus_excelsior,26/02/2015,FALSE,-46.40194444,168.3563889,Psyllopsis
106_S87,106,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxinicola,Fraxinus_excelsior,2/03/2015,FALSE,-45.41583333,167.7105556,Psyllopsis
112_S92,112,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxinicola,Fraxinus_excelsior,4/03/2015,FALSE,-44.30972222,170.9527778,Psyllopsis
45_S43,45,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_acuta,Unknown,23/10/2014,FALSE,-42.51722222,172.8161111,Trioza
5b_S4,5B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_acuta,Ozothamnus_sp,1/09/2014,FALSE,-43.29666667,171.7369444,Trioza
118a_S99,118A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_adventicia,Syzygium_smithii,11/03/2015,FALSE,-43.53083333,172.625,Trioza
174_S139,174,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_bifida,Olearia_fragmentissima,16/04/2015,FALSE,-43.80972222,173.0241667,Trioza
29A_S95,29A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_bifida,Pseudowintera_colorata,14/09/2014,TRUE,-43.71416667,172.7833333,Trioza
29a_S28,29A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_bifida,Pseudowintera_colorata,14/09/2014,TRUE,-43.71416667,172.7833333,Trioza
29B_S96,29B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_bifida,Pseudowintera_colorata,14/09/2014,TRUE,-43.71416667,172.7833333,Trioza
29b_S29,29B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_bifida,Pseudowintera_colorata,14/09/2014,TRUE,-43.71416667,172.7833333,Trioza
SI12_S180,SI12,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_bifida,Fuchsia_excorticata,14/10/2014,FALSE,-46.90027778,168.1208333,Trioza
SI3B_S191,SI3B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_bifida,Dracophyllum_sp,14/10/2014,FALSE,-46.90027778,168.1208333,Trioza
91_S78,91,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_BRENDA_MAY,Olearia_ilicifolia,26/02/2015,FALSE,-46.57222222,169.3466667,Trioza
276_S138,276,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_BRENDA_MAY,Olearia_sp,6/02/2016,FALSE,-44.1825,169.0086111,Trioza
414_S143,414,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_colorata,Halocarpus_sp,29/03/2016,FALSE,-41.80666667,172.8563889,Trioza
46A_S93,46A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_colorata,Halocarpus_sp,27/10/2014,TRUE,-43.02916667,171.6294444,Trioza
46a_S44,46A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_colorata,Halocarpus_sp,27/10/2014,TRUE,-43.02916667,171.6294444,Trioza
46B_S94,46B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_colorata,Halocarpus_sp,27/10/2014,FALSE,-43.02916667,171.6294444,Trioza
50a_S48,50A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_colorata,Halocarpus_sp,23/11/2014,FALSE,-43.63972222,172.4752778,Trioza
260_S130,260,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_compressa,Olearia_rani_var_colorata,24/01/2016,FALSE,-41.09305556,172.7213889,Trioza
473A_S184,473A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_compressa,Olearia_rani,20/01/2017,FALSE,-40.74416667,172.6808333,Trioza
473a_S189,473a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_compressa,Olearia_rani,20/01/2017,FALSE,-40.74416667,172.6808333,Trioza
476A_S185,476A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_curta,Metrosideros_robusta,23/01/2017,FALSE,-40.63666667,172.5680556,Trioza
476a_S190,476a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_curta,Metrosideros_robusta,23/01/2017,FALSE,-40.63666667,172.5680556,Trioza
415A_S144,415A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_dacrydii,Halocarpus_sp,29/03/2016,FALSE,-41.80666667,172.8563889,Trioza
415B_S145,415B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Powellia,Powellia_dacrydii,Halocarpus_sp,29/03/2016,FALSE,-41.80666667,172.8563889,Trioza
